Date,Year,Month,MDA,LGA,Revenue Stream,Collection Channel,Collector,Amount,Revenue Target,Expected Amount,Remitted Amount,Variance
11/07/2022,2022,7,Ministry of Commerce and Industry,Rimi,PAYE Tax,Cash Office,IRS Team B,10739868.84,12673326.28,10923014.25,9954019.65,968994.6
11/07/2022,2022,7,Ministry of Works and Housing,Rimi,Road Taxes,Collection Agent,Collection Agent South,8924185.8,10057119.99,9979826.97,8507244.32,1472582.65
11/07/2022,2022,7,State Water Board,Rimi,Market Fees,POS,IRS Team B,16446814.56,21929428.05,20967262.37,14836715.76,6130546.61
11/07/2022,2022,7,Ministry of Transport,Rimi,Land Use Charges,Bank Transfer,MDA Desk Officer,10364660.64,13080867.19,12214396.31,9973109.71,2241286.6
11/07/2022,2022,7,Ministry of Health,Rimi,Business Premises Levy,Bank Transfer,Collection Agent North,10912737.96,14649536.51,13101019.41,9295867.64,3805151.77
11/07/2022,2022,7,Ministry of Commerce and Industry,Rimi,Motor Vehicle Registration,Online Portal,IRS Team B,19018976.04,21093789.4,16992499.79,16787572.14,204927.65
11/07/2022,2022,7,Ministry of Works and Housing,Rimi,Development Levy,POS,Collection Agent South,16971917.04,19517374.64,17381737.44,16536010.74,845726.7
11/07/2022,2022,7,Ministry of Commerce and Industry,Rimi,Tenement Rates,Bank Transfer,Collection Agent North,2458955.88,2861335.18,2609745.65,2245257.86,364487.79
11/07/2022,2022,7,Ministry of Transport,Rimi,Licensing Fees,Bank Transfer,IRS Team B,9839468.52,10380162.53,10207543.94,8418081.24,1789462.7
11/07/2022,2022,7,Ministry of Commerce and Industry,Rimi,Court Fines and Penalties,Bank Transfer,MDA Desk Officer,2296563.84,2793930.22,2439131.65,2290558.85,148572.8
11/07/2022,2022,7,Ministry of Lands and Survey,Kusada,PAYE Tax,Cash Office,Collection Agent North,2890139.4,3635172.39,2911906.94,2718598.9,193308.04
11/07/2022,2022,7,Ministry of Transport,Kusada,Road Taxes,POS,MDA Desk Officer,17748008.28,22425337.31,20829445.06,15224087.9,5605357.16
11/07/2022,2022,7,Ministry of Education,Kusada,Market Fees,Bank Transfer,Collection Agent North,7564250.88,10117521.84,8618087.78,6853407.14,1764680.64
11/07/2022,2022,7,Katsina State Internal Revenue Service,Kusada,Land Use Charges,Collection Agent,IRS Team A,11778477.84,15220552.23,13673232.76,11595644.46,2077588.3
11/07/2022,2022,7,Ministry of Agriculture,Kusada,Business Premises Levy,Online Portal,IRS Team B,17900752.68,21951065.9,20347470,17724623.18,2622846.82
11/07/2022,2022,7,Ministry of Transport,Kusada,Motor Vehicle Registration,Online Portal,Collection Agent South,9288598.32,11642580.92,10216917.09,8841160.37,1375756.72
11/07/2022,2022,7,Ministry of Lands and Survey,Kusada,Development Levy,Online Portal,Collection Agent North,18501530.76,20533499.94,17692678.83,16292907.21,1399771.62
11/07/2022,2022,7,Katsina State Internal Revenue Service,Kusada,Tenement Rates,Online Portal,Collection Agent North,9098310.96,9589859.57,7862632.97,8519581.83,-656948.86
11/07/2022,2022,7,Ministry of Works and Housing,Kusada,Licensing Fees,Bank Transfer,IRS Team B,18343982.52,21952581.81,18244051.01,16433459.71,1810591.3
11/07/2022,2022,7,Katsina Urban Planning Authority,Kusada,Court Fines and Penalties,Bank Transfer,IRS Team A,6263144.64,7364380.57,7202401.82,5486964.34,1715437.48
12/08/2022,2022,8,Katsina State Internal Revenue Service,Katsina,PAYE Tax,Bank Transfer,IRS Team B,11177793.72,14882098.25,12447074.63,11151635.07,1295439.56
12/08/2022,2022,8,Katsina Urban Planning Authority,Katsina,Road Taxes,Online Portal,IRS Team B,15537075.48,17119606.64,16424118.84,13267986.34,3156132.5
12/08/2022,2022,8,Katsina State Internal Revenue Service,Katsina,Market Fees,Collection Agent,MDA Desk Officer,14726459.88,15863978.79,12961775.31,14050254.75,-1088479.44
12/08/2022,2022,8,State Water Board,Katsina,Land Use Charges,Collection Agent,IRS Team B,6180536.52,7992258.21,7382990.12,5964450.29,1418539.83
12/08/2022,2022,8,Ministry of Works and Housing,Katsina,Business Premises Levy,Bank Transfer,IRS Team A,6814150.92,7839825.39,6514933.58,6764272.83,-249339.25
12/08/2022,2022,8,Ministry of Health,Katsina,Motor Vehicle Registration,POS,IRS Team A,4556310.48,5066941.88,4077807.64,3974693.89,103113.75
12/08/2022,2022,8,State Water Board,Katsina,Development Levy,Online Portal,IRS Team A,11389051.44,12161868.59,10796048.55,10784558.03,11490.52
12/08/2022,2022,8,Ministry of Works and Housing,Katsina,Tenement Rates,Online Portal,IRS Team B,18968386.68,25269976.39,22872135.2,17898886.56,4973248.64
12/08/2022,2022,8,Ministry of Transport,Katsina,Licensing Fees,Cash Office,Collection Agent North,14809145.76,18605306.31,15446289.56,13917461.87,1528827.69
12/08/2022,2022,8,Ministry of Health,Katsina,Court Fines and Penalties,Bank Transfer,MDA Desk Officer,1915255.8,2417874.1,1997942.59,1717784.21,280158.38
12/08/2022,2022,8,Ministry of Education,Daura,PAYE Tax,Cash Office,IRS Team A,19095612.84,22239299.86,19851164.95,18373999.3,1477165.65
12/08/2022,2022,8,Ministry of Lands and Survey,Daura,Road Taxes,POS,MDA Desk Officer,14205591,18050971.87,15478889.54,12535345.1,2943544.44
12/08/2022,2022,8,Katsina State Internal Revenue Service,Daura,Market Fees,Online Portal,MDA Desk Officer,8472975.84,10216418.31,9614141.12,8281017.15,1333123.97
12/08/2022,2022,8,Ministry of Commerce and Industry,Daura,Land Use Charges,Bank Transfer,Collection Agent North,17758143,19962878.37,16636877.97,15667911.29,968966.68
12/08/2022,2022,8,Ministry of Agriculture,Daura,Business Premises Levy,Online Portal,Collection Agent South,12745247.4,17107333.1,16814691.91,12627642.07,4187049.84
12/08/2022,2022,8,Ministry of Education,Daura,Motor Vehicle Registration,Cash Office,IRS Team A,8217052.56,11058787.17,10117008.34,7082152.8,3034855.54
12/08/2022,2022,8,Ministry of Commerce and Industry,Daura,Development Levy,Bank Transfer,IRS Team A,11400057.72,14294861.97,13381616.07,9780745.75,3600870.32
12/08/2022,2022,8,Ministry of Commerce and Industry,Daura,Tenement Rates,Online Portal,MDA Desk Officer,18323112.6,21868673.07,19483454.29,17482375.81,2001078.48
12/08/2022,2022,8,Ministry of Agriculture,Daura,Licensing Fees,POS,MDA Desk Officer,3988924.92,4701802.93,4276828.46,3831703.02,445125.44
12/08/2022,2022,8,State Water Board,Daura,Court Fines and Penalties,POS,MDA Desk Officer,10287130.68,12707732.53,10621926.34,9906459.6,715466.74
12/08/2022,2022,8,State Water Board,Funtua,PAYE Tax,POS,IRS Team B,11730290.4,13229255.29,13211078.73,11071008.4,2140070.33
12/08/2022,2022,8,Katsina State Internal Revenue Service,Funtua,Road Taxes,Bank Transfer,IRS Team B,7289532.36,8909415.07,8322069.56,6370355.8,1951713.76
12/08/2022,2022,8,Ministry of Health,Funtua,Market Fees,Online Portal,Collection Agent South,14710881.96,18775582.65,16847465.1,12854944.07,3992521.03
12/08/2022,2022,8,Katsina State Internal Revenue Service,Funtua,Land Use Charges,Collection Agent,MDA Desk Officer,17285137.56,19492897.2,17965955.84,16584855.91,1381099.93
12/08/2022,2022,8,Ministry of Works and Housing,Funtua,Business Premises Levy,Cash Office,IRS Team A,15869690.64,21204654.43,17705707.32,13765040.92,3940666.4
12/08/2022,2022,8,Ministry of Commerce and Industry,Funtua,Motor Vehicle Registration,Online Portal,Collection Agent North,3343970.52,4470209.56,3651538.6,3104500.63,547037.97
12/08/2022,2022,8,State Water Board,Funtua,Development Levy,POS,IRS Team A,12250437.84,14012306.53,11401706.27,11109024.43,292681.84
12/08/2022,2022,8,State Water Board,Funtua,Tenement Rates,Collection Agent,IRS Team B,6889461.48,9211214.9,7669482.66,6546384.98,1123097.68
12/08/2022,2022,8,Katsina State Internal Revenue Service,Funtua,Licensing Fees,POS,IRS Team B,13000584.24,16715223.45,14667626.35,11936051.51,2731574.84
12/08/2022,2022,8,Ministry of Health,Funtua,Court Fines and Penalties,Online Portal,IRS Team A,7887568.32,8797096.05,8519715.2,7076302.94,1443412.26
12/08/2022,2022,8,Ministry of Works and Housing,Malumfashi,PAYE Tax,Bank Transfer,Collection Agent South,11138362.92,14272758.83,14049860.37,10021640.75,4028219.62
12/08/2022,2022,8,State Water Board,Malumfashi,Road Taxes,Collection Agent,IRS Team A,18724221.36,20655714.83,17988125.73,18221132.64,-233006.91
12/08/2022,2022,8,State Water Board,Malumfashi,Market Fees,Online Portal,Collection Agent North,17404940.88,18518676.67,16100140.03,14820718.05,1279421.98
12/08/2022,2022,8,Ministry of Works and Housing,Malumfashi,Land Use Charges,Collection Agent,Collection Agent South,5724899.64,7153242.06,6307334.68,5419498.81,887835.87
12/08/2022,2022,8,Ministry of Education,Malumfashi,Business Premises Levy,Bank Transfer,MDA Desk Officer,6338184.12,6733714.01,6215046.99,5761970.72,453076.27
12/08/2022,2022,8,Ministry of Commerce and Industry,Malumfashi,Motor Vehicle Registration,Bank Transfer,IRS Team A,5151264.12,6015111.62,4912678.17,4952582.86,-39904.69
12/08/2022,2022,8,Ministry of Health,Malumfashi,Development Levy,Bank Transfer,Collection Agent North,19120272.48,21694814.29,19468597.67,16943018.51,2525579.16
12/08/2022,2022,8,Katsina Urban Planning Authority,Malumfashi,Tenement Rates,POS,Collection Agent North,4578870.6,5010174.53,4944847.32,4364873.91,579973.41
12/08/2022,2022,8,Ministry of Agriculture,Malumfashi,Licensing Fees,Bank Transfer,IRS Team B,7878025.44,8601861.49,8506078.71,7325936.91,1180141.8
12/08/2022,2022,8,Katsina Urban Planning Authority,Malumfashi,Court Fines and Penalties,Collection Agent,Collection Agent North,1917938.52,2425462.74,2024190.7,1751527.83,272662.87
12/08/2022,2022,8,Katsina State Internal Revenue Service,Dutsin-Ma,PAYE Tax,Online Portal,IRS Team A,8448950.16,9703722.09,9138531.41,7818057.54,1320473.87
12/08/2022,2022,8,Ministry of Education,Dutsin-Ma,Road Taxes,Bank Transfer,IRS Team A,19234730.88,21890488.14,19328327.09,17574299.6,1754027.49
12/08/2022,2022,8,Ministry of Transport,Dutsin-Ma,Market Fees,Online Portal,MDA Desk Officer,15928976.16,16936152.91,16186810.44,15534322.83,652487.61
12/08/2022,2022,8,Ministry of Works and Housing,Dutsin-Ma,Land Use Charges,Bank Transfer,Collection Agent South,3628453.32,4268785.13,4127538.07,3506725.54,620812.53
12/08/2022,2022,8,Ministry of Health,Dutsin-Ma,Business Premises Levy,Collection Agent,Collection Agent North,3148068.24,3972233.13,3645963.35,3055575.78,590387.57
12/08/2022,2022,8,Ministry of Lands and Survey,Dutsin-Ma,Motor Vehicle Registration,POS,Collection Agent North,7534503.36,10036004.74,8118362.24,6602555.33,1515806.91
12/08/2022,2022,8,Ministry of Works and Housing,Dutsin-Ma,Development Levy,Online Portal,Collection Agent South,13881782.16,17816942.72,15185591.72,12678580.76,2507010.96
12/08/2022,2022,8,Ministry of Education,Dutsin-Ma,Tenement Rates,Cash Office,Collection Agent South,3129635.88,3976800.59,3276573.62,3089039.04,187534.58
12/08/2022,2022,8,Ministry of Agriculture,Dutsin-Ma,Licensing Fees,Bank Transfer,Collection Agent South,6803883.36,8073378.68,6902205.71,6250013.2,652192.51
12/08/2022,2022,8,Ministry of Education,Dutsin-Ma,Court Fines and Penalties,POS,MDA Desk Officer,3254322.96,3965083.57,3864230.01,2919127.27,945102.74
12/08/2022,2022,8,Ministry of Lands and Survey,Kankia,PAYE Tax,Cash Office,MDA Desk Officer,8313080.76,9365996.65,7967001.07,7897244.85,69756.22
12/08/2022,2022,8,State Water Board,Kankia,Road Taxes,Cash Office,IRS Team B,2735503.92,3458448.58,2985087.23,2513922.23,471165
12/08/2022,2022,8,Ministry of Lands and Survey,Kankia,Market Fees,Cash Office,Collection Agent South,11897912.88,13785285.14,11775643.43,11370297.01,405346.42
12/08/2022,2022,8,Ministry of Works and Housing,Kankia,Land Use Charges,Bank Transfer,MDA Desk Officer,19231063.2,20604988.85,17536332.23,16803087.66,733244.57
12/08/2022,2022,8,Ministry of Education,Kankia,Business Premises Levy,Cash Office,Collection Agent South,2797103.88,3243927.07,3018551.42,2595873.93,422677.49
12/08/2022,2022,8,Ministry of Commerce and Industry,Kankia,Motor Vehicle Registration,Bank Transfer,IRS Team B,15566980.68,20853312.95,17061664.03,15152501.77,1909162.26
12/08/2022,2022,8,Katsina State Internal Revenue Service,Kankia,Development Levy,POS,IRS Team A,9224008.92,11962955.75,10042538.22,8698586.75,1343951.47
12/08/2022,2022,8,Ministry of Agriculture,Kankia,Tenement Rates,Cash Office,IRS Team B,4914976.32,5859279.81,5407488.47,4722893.79,684594.68
12/08/2022,2022,8,Ministry of Lands and Survey,Kankia,Licensing Fees,Online Portal,Collection Agent South,7879416.48,10043815.39,9776306.45,7092949.21,2683357.24
12/08/2022,2022,8,Ministry of Agriculture,Kankia,Court Fines and Penalties,POS,IRS Team A,16259334.12,19409381.96,15756808.6,15902241.24,-145432.64
12/08/2022,2022,8,Ministry of Education,Mani,PAYE Tax,Collection Agent,Collection Agent South,13195627.92,16622707.89,14240314.42,12196206.12,2044108.3
12/08/2022,2022,8,Ministry of Education,Mani,Road Taxes,POS,IRS Team B,12846037.32,17287796.45,14433914.43,12158516.91,2275397.52
12/08/2022,2022,8,Ministry of Health,Mani,Market Fees,Bank Transfer,IRS Team A,17582775.84,22042100.74,19688494.93,15630248.39,4058246.54
12/08/2022,2022,8,Ministry of Agriculture,Mani,Land Use Charges,Cash Office,MDA Desk Officer,6484482,8401728.44,7991171.54,6085485.77,1905685.77
12/08/2022,2022,8,State Water Board,Mani,Business Premises Levy,Collection Agent,Collection Agent North,18796303.8,21020888.09,19005533.03,17648336.7,1357196.33
12/08/2022,2022,8,Ministry of Works and Housing,Mani,Motor Vehicle Registration,Bank Transfer,IRS Team A,7864225.2,9756516.67,8895290.4,7636728.32,1258562.08
12/08/2022,2022,8,Ministry of Agriculture,Mani,Development Levy,Cash Office,MDA Desk Officer,15370807.32,17336082.02,14064348.45,13556573.21,507775.24
12/08/2022,2022,8,Katsina State Internal Revenue Service,Mani,Tenement Rates,Cash Office,IRS Team B,8590154.76,10031116.91,8775681.2,7979068.43,796612.77
12/08/2022,2022,8,Ministry of Agriculture,Mani,Licensing Fees,Bank Transfer,IRS Team B,11074165.56,13721301.09,13603706,9596965.85,4006740.15
12/08/2022,2022,8,Ministry of Transport,Mani,Court Fines and Penalties,Cash Office,IRS Team B,8603121.24,10169611.21,10138262.88,7404295.92,2733966.96
12/08/2022,2022,8,Katsina Urban Planning Authority,Mashi,PAYE Tax,Online Portal,IRS Team B,8178009.48,10955833.74,10099753.08,6992025.54,3107727.54
12/08/2022,2022,8,Ministry of Agriculture,Mashi,Road Taxes,Cash Office,MDA Desk Officer,13141918.44,13882396.44,13822972.69,12946223.43,876749.26
12/08/2022,2022,8,Ministry of Agriculture,Mashi,Market Fees,Online Portal,Collection Agent North,7514020.08,10018481.08,8426615.71,6956388.37,1470227.34
12/08/2022,2022,8,Ministry of Health,Mashi,Land Use Charges,Cash Office,IRS Team A,18527634.36,20562485.97,19230356.04,18126554.76,1103801.28
12/08/2022,2022,8,Ministry of Transport,Mashi,Business Premises Levy,Cash Office,IRS Team A,6859245.24,9124010.21,8682772.43,6174008.96,2508763.47
12/08/2022,2022,8,State Water Board,Mashi,Motor Vehicle Registration,Collection Agent,IRS Team B,2929409.28,3303840.55,2733814.77,2688700,45114.77
12/08/2022,2022,8,Ministry of Education,Mashi,Development Levy,Online Portal,MDA Desk Officer,11805040.44,15578733.14,13313754.7,10270180.65,3043574.05
12/08/2022,2022,8,Ministry of Works and Housing,Mashi,Tenement Rates,Cash Office,Collection Agent South,17989973.64,21364083.4,18232043.92,16637630.76,1594413.16
12/08/2022,2022,8,Ministry of Education,Mashi,Licensing Fees,Online Portal,IRS Team A,5995907.28,6295896.83,5724656.93,5139652.81,585004.12
12/08/2022,2022,8,Ministry of Transport,Mashi,Court Fines and Penalties,Online Portal,IRS Team A,2815679.88,3385139.06,3371860.25,2810565.22,561295.03
12/08/2022,2022,8,Ministry of Health,Musawa,PAYE Tax,POS,MDA Desk Officer,2646824.04,3082902.5,3041893.1,2625171.01,416722.09
12/08/2022,2022,8,Ministry of Health,Musawa,Road Taxes,Bank Transfer,Collection Agent South,5483214,6877477.41,6403047.29,4828506.33,1574540.96
12/08/2022,2022,8,Katsina Urban Planning Authority,Musawa,Market Fees,Bank Transfer,IRS Team B,6465208.32,7862013.79,6820512.2,5522998.21,1297513.99
12/08/2022,2022,8,Ministry of Transport,Musawa,Land Use Charges,Collection Agent,Collection Agent North,8851079.52,9382346.62,8349667.7,8351567.76,-1900.06
12/08/2022,2022,8,Ministry of Transport,Musawa,Business Premises Levy,POS,IRS Team B,15847926.48,16686594.15,15958935.53,15345263.34,613672.19
12/08/2022,2022,8,Ministry of Works and Housing,Musawa,Motor Vehicle Registration,Bank Transfer,IRS Team B,18771004.8,24825863.98,24285498.89,17992728.19,6292770.7
12/08/2022,2022,8,Ministry of Agriculture,Musawa,Development Levy,Bank Transfer,MDA Desk Officer,9220150.08,12229032.77,11471799.5,9072198.36,2399601.14
12/08/2022,2022,8,Ministry of Works and Housing,Musawa,Tenement Rates,Collection Agent,Collection Agent South,14797164.24,17362480.13,16722099.38,13551129.03,3170970.35
12/08/2022,2022,8,Katsina State Internal Revenue Service,Musawa,Licensing Fees,POS,IRS Team A,1634470.92,1838788.84,1492213.88,1615046.34,-122832.46
12/08/2022,2022,8,Ministry of Transport,Musawa,Court Fines and Penalties,Bank Transfer,IRS Team A,17757169.92,21330898.15,19457898.41,17230890.23,2227008.18
12/08/2022,2022,8,Katsina State Internal Revenue Service,Bakori,PAYE Tax,Bank Transfer,MDA Desk Officer,3327031.8,3742006.25,2993944.72,3319836.62,-325891.9
12/08/2022,2022,8,Ministry of Transport,Bakori,Road Taxes,Online Portal,IRS Team B,8869230,9946415.6,9384787.98,7836529.81,1548258.17
12/08/2022,2022,8,Ministry of Lands and Survey,Bakori,Market Fees,POS,Collection Agent North,13767525.72,17945929.29,15287474.13,11965043.54,3322430.59
12/08/2022,2022,8,Katsina State Internal Revenue Service,Bakori,Land Use Charges,Bank Transfer,IRS Team A,11852725.68,14580247.73,13195174.51,10782471.29,2412703.22
12/08/2022,2022,8,Katsina Urban Planning Authority,Bakori,Business Premises Levy,Cash Office,IRS Team A,5098221,6117302.04,5604737.01,4945718.75,659018.26
12/08/2022,2022,8,Ministry of Education,Bakori,Motor Vehicle Registration,Online Portal,MDA Desk Officer,12571707.6,16203921.07,14830012.52,11891666.03,2938346.49
12/08/2022,2022,8,Ministry of Transport,Bakori,Development Levy,Bank Transfer,MDA Desk Officer,12950439.84,17150667.56,13898626.69,11094038.49,2804588.2
12/08/2022,2022,8,Ministry of Agriculture,Bakori,Tenement Rates,Bank Transfer,Collection Agent North,13830122.52,15116460.73,12592967.61,11811183.54,781784.07
12/08/2022,2022,8,Ministry of Education,Bakori,Licensing Fees,POS,MDA Desk Officer,9773471.88,11759187.8,11220594.08,9245887.64,1974706.44
