Date,Year,Month,Employee ID,MDA,LGA,Grade Level,Bank,Basic Salary,Allowances,Deductions,Net Pay,Employee Status
25/04/2021,2021,4,EMP10881,Ministry of Transport,Jibia,GL 14,Zenith Bank,400786,138031.51,44977.57,493839.94,Active
25/04/2021,2021,4,EMP10882,Ministry of Works and Housing,Malumfashi,GL 04,Access Bank,415694,111854.15,58114.88,469433.27,Duplicate Review
25/04/2021,2021,4,EMP10883,Ministry of Education,Musawa,GL 16,Zenith Bank,197248,36339.28,20119.94,213467.34,Retired
25/04/2021,2021,4,EMP10884,Ministry of Transport,Mani,GL 14,First Bank,239986,28612.62,18674.31,249924.31,Active
25/04/2021,2021,4,EMP10885,Ministry of Transport,Musawa,GL 06,Zenith Bank,232442,103546.36,19204.48,316783.88,Active
25/04/2021,2021,4,EMP10886,Ministry of Commerce and Industry,Daura,GL 06,GTBank,373126,77074.15,21949.35,428250.8,Active
25/04/2021,2021,4,EMP10887,Ministry of Education,Charanchi,GL 04,GTBank,144013,45537.85,9879.42,179671.43,Active
25/04/2021,2021,4,EMP10888,Ministry of Education,Dutsin-Ma,GL 04,Zenith Bank,294158,124481.76,11945.8,406693.96,Suspended
25/04/2021,2021,4,EMP10889,Ministry of Lands and Survey,Bakori,GL 14,Keystone Bank,156565,45632.77,15335.54,186862.23,Active
25/04/2021,2021,4,EMP10890,Katsina Urban Planning Authority,Batsari,GL 06,First Bank,121365,44679.09,7633.48,158410.61,Active
25/04/2021,2021,4,EMP10891,State Water Board,Daura,GL 14,GTBank,221434,88246.58,26075.61,283604.97,Active
25/04/2021,2021,4,EMP10892,Ministry of Health,Mashi,GL 10,Access Bank,292704,56505.84,31335.21,317874.63,Retired
25/04/2021,2021,4,EMP10893,Ministry of Commerce and Industry,Jibia,GL 14,Zenith Bank,195465,84028.05,6036.88,273456.17,Duplicate Review
25/04/2021,2021,4,EMP10894,Ministry of Lands and Survey,Malumfashi,GL 08,Zenith Bank,435070,158075.05,22996.53,570148.52,Suspended
25/04/2021,2021,4,EMP10895,Ministry of Agriculture,Malumfashi,GL 04,UBA,176355,24094.77,10009.89,190439.88,Suspended
25/04/2021,2021,4,EMP10896,Ministry of Health,Kankia,GL 06,First Bank,175338,33620.47,21444.32,187514.15,Retired
25/04/2021,2021,4,EMP10897,Ministry of Education,Rimi,GL 16,UBA,241969,106068.96,11159.81,336878.15,Duplicate Review
25/04/2021,2021,4,EMP10898,Ministry of Transport,Daura,GL 12,Access Bank,411159,70782.56,48931.93,433009.63,Active
25/04/2021,2021,4,EMP10899,Katsina State Internal Revenue Service,Bakori,GL 10,Keystone Bank,257277,104498.48,8045.41,353730.07,Active
25/04/2021,2021,4,EMP10900,Ministry of Transport,Funtua,GL 10,UBA,241264,97546.04,16112.33,322697.71,Duplicate Review
25/04/2021,2021,4,EMP10901,Ministry of Works and Housing,Kusada,GL 06,Zenith Bank,288431,115071.33,40853.3,362649.03,Active
25/04/2021,2021,4,EMP10902,Ministry of Transport,Malumfashi,GL 06,Zenith Bank,336053,86908.65,35923.53,387038.12,Retired
25/04/2021,2021,4,EMP10903,Ministry of Education,Charanchi,GL 10,UBA,104567,44350.64,6443.89,142473.75,Retired
25/04/2021,2021,4,EMP10904,Ministry of Commerce and Industry,Charanchi,GL 06,Zenith Bank,366085,103259.76,41233.29,428111.47,Active
25/04/2021,2021,4,EMP10905,Katsina Urban Planning Authority,Mashi,GL 10,GTBank,153976,64297.81,9617.52,208656.29,Suspended
25/04/2021,2021,4,EMP10906,Katsina State Internal Revenue Service,Mani,GL 14,GTBank,354095,66148.11,46491.7,373751.41,Active
25/04/2021,2021,4,EMP10907,State Water Board,Kusada,GL 04,Keystone Bank,199839,79355.41,30238,248956.41,Active
25/04/2021,2021,4,EMP10908,Ministry of Commerce and Industry,Katsina,GL 04,Zenith Bank,155297,29592,11503.08,173385.92,Suspended
25/04/2021,2021,4,EMP10909,Ministry of Health,Dutsin-Ma,GL 12,First Bank,114805,14621.41,17749.32,111677.09,Duplicate Review
25/04/2021,2021,4,EMP10910,Ministry of Works and Housing,Rimi,GL 12,Zenith Bank,310945,101175.73,53099.17,359021.56,Active
25/04/2021,2021,4,EMP10911,Ministry of Agriculture,Musawa,GL 14,Access Bank,142846,49177.18,15046.37,176976.81,Retired
25/04/2021,2021,4,EMP10912,State Water Board,Rimi,GL 06,First Bank,382271,118037.23,11617.12,488691.11,Duplicate Review
25/04/2021,2021,4,EMP10913,Katsina Urban Planning Authority,Batsari,GL 06,GTBank,237972,87479.93,10740.71,314711.22,Retired
25/04/2021,2021,4,EMP10914,Katsina State Internal Revenue Service,Funtua,GL 12,Zenith Bank,149066,31294.2,4626.96,175733.24,Active
25/04/2021,2021,4,EMP10915,Ministry of Health,Jibia,GL 10,Zenith Bank,353202,88312.23,40476.81,401037.42,Active
25/04/2021,2021,4,EMP10916,Ministry of Commerce and Industry,Musawa,GL 04,GTBank,236807,75943.82,36831.32,275919.5,Retired
25/04/2021,2021,4,EMP10917,Ministry of Works and Housing,Funtua,GL 04,Access Bank,425908,115583.03,22056.71,519434.32,Suspended
25/04/2021,2021,4,EMP10918,Ministry of Agriculture,Bakori,GL 04,GTBank,358817,136796.66,62365.49,433248.17,Active
25/04/2021,2021,4,EMP10919,Ministry of Works and Housing,Daura,GL 08,Zenith Bank,254722,35391.62,17532.8,272580.82,Active
25/04/2021,2021,4,EMP10920,Ministry of Health,Funtua,GL 16,Keystone Bank,155507,53760.31,14294.68,194972.63,Duplicate Review
25/04/2021,2021,4,EMP10921,Ministry of Commerce and Industry,Katsina,GL 04,GTBank,263996,41434.17,24044.78,281385.39,Retired
25/04/2021,2021,4,EMP10922,Ministry of Works and Housing,Kankia,GL 10,Zenith Bank,106668,27000.49,6987.88,126680.61,Duplicate Review
25/04/2021,2021,4,EMP10923,Ministry of Agriculture,Charanchi,GL 14,Access Bank,229497,86787.49,17448.69,298835.8,Active
25/04/2021,2021,4,EMP10924,Ministry of Lands and Survey,Mashi,GL 14,Keystone Bank,224183,27256.11,19757.8,231681.31,Active
25/04/2021,2021,4,EMP10925,Ministry of Lands and Survey,Kusada,GL 10,GTBank,110350,44394.19,18036.9,136707.29,Duplicate Review
25/04/2021,2021,4,EMP10926,Ministry of Commerce and Industry,Mani,GL 14,Keystone Bank,324387,47635.56,57317.81,314704.75,Active
25/04/2021,2021,4,EMP10927,Katsina State Internal Revenue Service,Jibia,GL 14,Zenith Bank,382371,104852.55,56173.68,431049.87,Active
25/04/2021,2021,4,EMP10928,Ministry of Commerce and Industry,Jibia,GL 14,First Bank,75338,14028.91,2531.21,86835.7,Active
25/04/2021,2021,4,EMP10929,Ministry of Works and Housing,Daura,GL 08,Zenith Bank,407846,73800.39,34927.49,446718.9,Retired
25/04/2021,2021,4,EMP10930,Ministry of Health,Katsina,GL 06,Access Bank,253735,72578.36,44990.64,281322.72,Active
25/04/2021,2021,4,EMP10931,Ministry of Transport,Malumfashi,GL 16,UBA,258584,50546.36,26073.21,283057.15,Active
25/04/2021,2021,4,EMP10932,Katsina Urban Planning Authority,Batsari,GL 06,First Bank,345856,130055.24,61464.54,414446.7,Retired
25/04/2021,2021,4,EMP10933,Ministry of Works and Housing,Daura,GL 10,First Bank,437483,105541.1,15315.2,527708.9,Active
25/04/2021,2021,4,EMP10934,Ministry of Commerce and Industry,Bakori,GL 14,Access Bank,265109,81386.18,47611.46,298883.72,Active
25/04/2021,2021,4,EMP10935,Ministry of Agriculture,Kankia,GL 06,First Bank,406048,151332.71,22067.04,535313.67,Active
25/04/2021,2021,4,EMP10936,Ministry of Agriculture,Bakori,GL 04,GTBank,391374,102959.03,38557.83,455775.2,Duplicate Review
25/04/2021,2021,4,EMP10937,State Water Board,Bakori,GL 06,Zenith Bank,85359,27088.15,12104.89,100342.26,Duplicate Review
25/04/2021,2021,4,EMP10938,Ministry of Works and Housing,Charanchi,GL 06,Keystone Bank,324788,130595.08,31029.76,424353.32,Active
25/04/2021,2021,4,EMP10939,Katsina State Internal Revenue Service,Kankia,GL 12,Zenith Bank,311821,82862.39,39643.75,355039.64,Suspended
25/04/2021,2021,4,EMP10940,Ministry of Agriculture,Jibia,GL 08,First Bank,179476,43498.46,29951.58,193022.88,Active
25/04/2021,2021,4,EMP10941,Ministry of Transport,Kankia,GL 04,Zenith Bank,225897,99933.07,37928.95,287901.12,Active
25/04/2021,2021,4,EMP10942,Ministry of Transport,Funtua,GL 06,UBA,269292,120376.79,46087.68,343581.11,Retired
25/04/2021,2021,4,EMP10943,Ministry of Agriculture,Kusada,GL 04,Keystone Bank,405327,124287.62,14888.88,514725.74,Duplicate Review
25/04/2021,2021,4,EMP10944,Katsina Urban Planning Authority,Katsina,GL 06,GTBank,434246,158430.46,44714.48,547961.98,Retired
25/04/2021,2021,4,EMP10945,Ministry of Education,Musawa,GL 08,Access Bank,214143,35886.01,37952.65,212076.36,Active
25/04/2021,2021,4,EMP10946,Ministry of Health,Mani,GL 06,First Bank,304587,121154.92,31947.76,393794.16,Active
25/04/2021,2021,4,EMP10947,State Water Board,Dutsin-Ma,GL 14,Access Bank,356923,35985.76,14497.94,378410.82,Active
25/04/2021,2021,4,EMP10948,Katsina Urban Planning Authority,Katsina,GL 06,First Bank,292160,66953.67,13245.77,345867.9,Duplicate Review
25/04/2021,2021,4,EMP10949,Ministry of Agriculture,Batsari,GL 12,UBA,191905,85415.19,13516.45,263803.74,Active
25/04/2021,2021,4,EMP10950,Katsina Urban Planning Authority,Katsina,GL 04,First Bank,421925,62218,28640.24,455502.76,Duplicate Review
25/04/2021,2021,4,EMP10951,Katsina State Internal Revenue Service,Daura,GL 16,Keystone Bank,401678,156504.89,43608.08,514574.81,Active
25/04/2021,2021,4,EMP10952,Ministry of Education,Rimi,GL 06,Access Bank,146299,19331.64,12588.93,153041.71,Duplicate Review
25/04/2021,2021,4,EMP10953,State Water Board,Jibia,GL 04,Keystone Bank,90211,32797.06,5542.22,117465.84,Active
25/04/2021,2021,4,EMP10954,Katsina State Internal Revenue Service,Funtua,GL 12,Access Bank,245199,37506.42,17813.58,264891.84,Active
25/04/2021,2021,4,EMP10955,Ministry of Agriculture,Kusada,GL 12,Zenith Bank,303462,117186.02,34526.32,386121.7,Active
25/04/2021,2021,4,EMP10956,Ministry of Lands and Survey,Batsari,GL 12,UBA,319781,97138.16,26212.09,390707.07,Active
25/04/2021,2021,4,EMP10957,Ministry of Commerce and Industry,Daura,GL 06,First Bank,121160,32566.32,12956.84,140769.48,Suspended
25/04/2021,2021,4,EMP10958,Ministry of Commerce and Industry,Charanchi,GL 10,Zenith Bank,241299,87304.4,21495.95,307107.45,Retired
25/04/2021,2021,4,EMP10959,Katsina State Internal Revenue Service,Musawa,GL 16,Access Bank,179712,65818.37,18990.98,226539.39,Active
25/04/2021,2021,4,EMP10960,Katsina State Internal Revenue Service,Malumfashi,GL 12,UBA,121299,43275.86,10999.58,153575.28,Active
25/04/2021,2021,4,EMP10961,Ministry of Works and Housing,Dutsin-Ma,GL 04,Zenith Bank,131426,57888.66,15128.14,174186.52,Active
25/04/2021,2021,4,EMP10962,Ministry of Education,Katsina,GL 10,First Bank,163334,38341.26,14731.91,186943.35,Active
25/04/2021,2021,4,EMP10963,Ministry of Commerce and Industry,Musawa,GL 16,Keystone Bank,379267,94972.73,34982.26,439257.47,Active
25/04/2021,2021,4,EMP10964,Ministry of Commerce and Industry,Katsina,GL 06,Access Bank,398603,164138.79,30641.3,532100.49,Active
25/04/2021,2021,4,EMP10965,Ministry of Works and Housing,Jibia,GL 08,Zenith Bank,360314,67738.23,38463.04,389589.19,Active
25/04/2021,2021,4,EMP10966,Ministry of Commerce and Industry,Jibia,GL 14,UBA,402065,150507.49,56034.45,496538.04,Active
25/04/2021,2021,4,EMP10967,Ministry of Works and Housing,Funtua,GL 12,GTBank,197916,48878.09,10088.48,236705.61,Suspended
25/04/2021,2021,4,EMP10968,Ministry of Lands and Survey,Katsina,GL 12,First Bank,435306,111056.49,77458.5,468903.99,Active
25/04/2021,2021,4,EMP10969,Ministry of Education,Kusada,GL 12,First Bank,370546,86334.1,44017.34,412862.76,Active
25/04/2021,2021,4,EMP10970,Ministry of Works and Housing,Kusada,GL 04,Zenith Bank,87009,24894.83,8410.76,103493.07,Retired
25/04/2021,2021,4,EMP10971,Ministry of Lands and Survey,Jibia,GL 06,Zenith Bank,310714,125690.77,16723.67,419681.1,Duplicate Review
25/04/2021,2021,4,EMP10972,Katsina Urban Planning Authority,Daura,GL 12,Zenith Bank,231750,96345.48,27445.01,300650.47,Active
25/04/2021,2021,4,EMP10973,Ministry of Education,Mashi,GL 08,UBA,178939,46776.11,16856.33,208858.78,Duplicate Review
25/04/2021,2021,4,EMP10974,Katsina State Internal Revenue Service,Jibia,GL 08,Keystone Bank,404252,70641.81,12601.67,462292.14,Retired
25/04/2021,2021,4,EMP10975,Ministry of Works and Housing,Musawa,GL 12,First Bank,304894,52995.55,53106.15,304783.4,Retired
25/04/2021,2021,4,EMP10976,Ministry of Agriculture,Funtua,GL 10,Keystone Bank,336011,130198.57,45050.66,421158.91,Duplicate Review
25/04/2021,2021,4,EMP10977,State Water Board,Jibia,GL 16,Zenith Bank,386782,114209.77,38704.77,462287,Active
25/04/2021,2021,4,EMP10978,Ministry of Works and Housing,Katsina,GL 04,GTBank,448947,69387.24,66650.42,451683.82,Retired
25/04/2021,2021,4,EMP10979,Ministry of Education,Daura,GL 14,Zenith Bank,294443,36988.88,15539.18,315892.7,Active
25/04/2021,2021,4,EMP10980,Katsina Urban Planning Authority,Funtua,GL 12,UBA,422417,93938.6,29053.19,487302.41,Duplicate Review
25/04/2021,2021,4,EMP10981,State Water Board,Daura,GL 16,UBA,80071,31269.64,14002.7,97337.94,Active
25/04/2021,2021,4,EMP10982,Ministry of Transport,Dutsin-Ma,GL 16,Keystone Bank,293108,111127.49,15356.16,388879.33,Duplicate Review
25/04/2021,2021,4,EMP10983,Katsina Urban Planning Authority,Malumfashi,GL 04,UBA,361087,104110.72,61137.52,404060.2,Retired
25/04/2021,2021,4,EMP10984,Ministry of Health,Musawa,GL 12,First Bank,381863,91221.08,58429.93,414654.15,Active
25/04/2021,2021,4,EMP10985,Ministry of Lands and Survey,Daura,GL 04,Keystone Bank,365678,126637.82,60976.86,431338.96,Active
25/04/2021,2021,4,EMP10986,Ministry of Works and Housing,Bakori,GL 06,Zenith Bank,272447,66622.12,39062.49,300006.63,Duplicate Review
25/04/2021,2021,4,EMP10987,Ministry of Transport,Jibia,GL 10,Access Bank,432071,80410.82,30744.4,481737.42,Active
25/04/2021,2021,4,EMP10988,Ministry of Agriculture,Dutsin-Ma,GL 06,UBA,242124,38100.87,30626.29,249598.58,Active
25/04/2021,2021,4,EMP10989,Ministry of Health,Funtua,GL 04,GTBank,314907,63389.69,37207.72,341088.97,Active
25/04/2021,2021,4,EMP10990,Katsina State Internal Revenue Service,Mani,GL 08,First Bank,220748,36213.15,37369.3,219591.85,Active
25/04/2021,2021,4,EMP10991,Katsina State Internal Revenue Service,Mashi,GL 16,GTBank,308825,37573.14,9431.77,336966.37,Active
25/04/2021,2021,4,EMP10992,Katsina Urban Planning Authority,Batsari,GL 04,Keystone Bank,418242,144197.76,32467.32,529972.44,Duplicate Review
25/04/2021,2021,4,EMP10993,Ministry of Lands and Survey,Charanchi,GL 08,Keystone Bank,222811,50432.6,11816.24,261427.36,Active
25/04/2021,2021,4,EMP10994,State Water Board,Mashi,GL 10,GTBank,271125,74825.76,30954.56,314996.2,Active
25/04/2021,2021,4,EMP10995,Katsina Urban Planning Authority,Kankia,GL 06,GTBank,140206,21797.17,20791.71,141211.46,Active
25/04/2021,2021,4,EMP10996,Ministry of Works and Housing,Jibia,GL 12,UBA,228932,32443.86,12252.83,249123.03,Suspended
25/04/2021,2021,4,EMP10997,Ministry of Works and Housing,Musawa,GL 04,UBA,274339,35409.67,44262.47,265486.2,Active
25/04/2021,2021,4,EMP10998,Ministry of Health,Funtua,GL 16,UBA,207350,64280.5,19729.08,251901.42,Retired
25/04/2021,2021,4,EMP10999,Katsina Urban Planning Authority,Mani,GL 14,Zenith Bank,130868,22006.4,7828.26,145046.14,Retired
25/04/2021,2021,4,EMP11000,Katsina State Internal Revenue Service,Rimi,GL 16,First Bank,405564,114537.87,28644.64,491457.23,Active
25/05/2021,2021,5,EMP11001,Ministry of Transport,Kankia,GL 16,Access Bank,379203,49243.18,68168.67,360277.51,Duplicate Review
25/05/2021,2021,5,EMP11002,Katsina State Internal Revenue Service,Rimi,GL 12,Zenith Bank,415665,111536.58,35886.81,491314.77,Active
25/05/2021,2021,5,EMP11003,Ministry of Works and Housing,Dutsin-Ma,GL 12,Zenith Bank,95309,24728.34,6213.06,113824.28,Duplicate Review
25/05/2021,2021,5,EMP11004,Ministry of Education,Musawa,GL 08,Keystone Bank,226655,58070.88,9115.57,275610.31,Retired
25/05/2021,2021,5,EMP11005,Ministry of Health,Jibia,GL 14,First Bank,372045,76422.28,45349.15,403118.13,Active
25/05/2021,2021,5,EMP11006,Katsina Urban Planning Authority,Jibia,GL 14,GTBank,292552,112003.23,27299.71,377255.52,Active
25/05/2021,2021,5,EMP11007,Ministry of Transport,Kusada,GL 12,Access Bank,400037,89578.77,52622.52,436993.25,Active
25/05/2021,2021,5,EMP11008,State Water Board,Kusada,GL 12,Zenith Bank,413847,121521.85,46143.26,489225.59,Active
25/05/2021,2021,5,EMP11009,Ministry of Education,Charanchi,GL 12,Keystone Bank,241765,62927.14,29518.39,275173.75,Retired
25/05/2021,2021,5,EMP11010,State Water Board,Jibia,GL 04,UBA,414974,41849.67,30385.32,426438.35,Active
25/05/2021,2021,5,EMP11011,Katsina Urban Planning Authority,Katsina,GL 04,Access Bank,431402,88827.36,50485.3,469744.06,Suspended
25/05/2021,2021,5,EMP11012,Ministry of Lands and Survey,Mani,GL 06,GTBank,298197,39728.93,46507.11,291418.82,Active
25/05/2021,2021,5,EMP11013,Ministry of Works and Housing,Kankia,GL 04,Keystone Bank,303560,111383.09,26960.99,387982.1,Active
25/05/2021,2021,5,EMP11014,Katsina State Internal Revenue Service,Jibia,GL 04,UBA,167847,58905.01,11559.68,215192.33,Active
25/05/2021,2021,5,EMP11015,Ministry of Commerce and Industry,Funtua,GL 06,Access Bank,411322,86677.82,24201.49,473798.33,Retired
25/05/2021,2021,5,EMP11016,Ministry of Health,Mani,GL 16,GTBank,447471,154319.74,53866.22,547924.52,Active
25/05/2021,2021,5,EMP11017,Katsina Urban Planning Authority,Dutsin-Ma,GL 08,Zenith Bank,127328,44883.14,8217.31,163993.83,Retired
25/05/2021,2021,5,EMP11018,Katsina State Internal Revenue Service,Kankia,GL 04,Zenith Bank,166078,41117.39,28998.28,178197.11,Active
25/05/2021,2021,5,EMP11019,State Water Board,Batsari,GL 06,GTBank,365282,72158.12,23258.12,414182,Active
25/05/2021,2021,5,EMP11020,Ministry of Agriculture,Bakori,GL 10,GTBank,143904,17616.41,13732.41,147788,Retired
25/05/2021,2021,5,EMP11021,Ministry of Commerce and Industry,Daura,GL 12,Access Bank,316613,129597,25689.12,420520.88,Active
25/05/2021,2021,5,EMP11022,Ministry of Health,Kankia,GL 16,UBA,439233,106929.29,58916.14,487246.15,Active
25/05/2021,2021,5,EMP11023,Ministry of Commerce and Industry,Mani,GL 12,Zenith Bank,262649,96736.68,44449.3,314936.38,Retired
25/05/2021,2021,5,EMP11024,Ministry of Transport,Jibia,GL 04,GTBank,109676,21592.65,9729.37,121539.28,Suspended
25/05/2021,2021,5,EMP11025,Ministry of Works and Housing,Musawa,GL 06,Keystone Bank,120458,25215.95,9545.53,136128.42,Suspended
25/05/2021,2021,5,EMP11026,Ministry of Works and Housing,Kankia,GL 12,UBA,152428,20110.38,17620.7,154917.68,Suspended
25/05/2021,2021,5,EMP11027,Ministry of Works and Housing,Kankia,GL 12,UBA,423122,58531.36,25778.41,455874.95,Active
25/05/2021,2021,5,EMP11028,Ministry of Agriculture,Mashi,GL 04,Access Bank,389863,40287.17,35215.94,394934.23,Active
25/05/2021,2021,5,EMP11029,Ministry of Works and Housing,Musawa,GL 16,First Bank,226649,98906.41,28117.04,297438.37,Retired
25/05/2021,2021,5,EMP11030,Ministry of Agriculture,Rimi,GL 10,Zenith Bank,103139,33380.58,13022.33,123497.25,Suspended
25/05/2021,2021,5,EMP11031,Ministry of Works and Housing,Daura,GL 08,UBA,401979,130923.1,15123.65,517778.45,Duplicate Review
25/05/2021,2021,5,EMP11032,Katsina State Internal Revenue Service,Batsari,GL 06,UBA,291948,79859.6,36716.51,335091.09,Retired
25/05/2021,2021,5,EMP11033,Ministry of Lands and Survey,Batsari,GL 16,GTBank,175208,47007.69,24757.18,197458.51,Duplicate Review
25/05/2021,2021,5,EMP11034,Ministry of Works and Housing,Malumfashi,GL 06,First Bank,387542,164215.87,43307.82,508450.05,Suspended
25/05/2021,2021,5,EMP11035,Katsina State Internal Revenue Service,Kankia,GL 14,Keystone Bank,336984,146124.8,53793.6,429315.2,Active
25/05/2021,2021,5,EMP11036,Ministry of Health,Charanchi,GL 16,Keystone Bank,137556,51690.54,5361.06,183885.48,Duplicate Review
25/05/2021,2021,5,EMP11037,Ministry of Agriculture,Batsari,GL 10,UBA,224538,35796.23,28346.23,231988,Active
25/05/2021,2021,5,EMP11038,Ministry of Works and Housing,Batsari,GL 14,Access Bank,232282,79455.34,7052.82,304684.52,Suspended
25/05/2021,2021,5,EMP11039,Ministry of Transport,Musawa,GL 14,UBA,350757,62552.44,41922.8,371386.64,Active
25/05/2021,2021,5,EMP11040,Ministry of Education,Daura,GL 10,Access Bank,153012,47977.43,5814.28,195175.15,Duplicate Review
25/05/2021,2021,5,EMP11041,Ministry of Education,Mashi,GL 04,First Bank,249030,111047.1,13021.6,347055.5,Active
25/05/2021,2021,5,EMP11042,Ministry of Lands and Survey,Mani,GL 10,First Bank,281748,45044.8,49767.9,277024.9,Suspended
25/05/2021,2021,5,EMP11043,Ministry of Works and Housing,Jibia,GL 14,First Bank,385358,39547.08,37758.28,387146.8,Active
25/05/2021,2021,5,EMP11044,Katsina State Internal Revenue Service,Kankia,GL 08,Access Bank,358184,97709.74,53498.07,402395.67,Suspended
25/05/2021,2021,5,EMP11045,Katsina Urban Planning Authority,Jibia,GL 14,UBA,423102,166558.86,46441.91,543218.95,Retired
